Week,Campaign,Channel,Category,Season,Spend,Clicks,Impressions,Conversions,ConversionValue,CTR,CPC,ConvRate,CPA,ROAS,Profit,AnalysisStartDate,AnalysisEndDate
2026-01-19/2026-01-25,Demo Campaign 006,Demo Channel 001,Demo Category 014,Winter,375.457862,61,270,0.056934,74.0085066,0.2259259259259259,6.155046918032786,0.000933344262295,6594.61590613693,0.1971153465951393,-301.44935539999994,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 006,Demo Channel 001,Demo Category 005,Winter,191.101667,27,95,2.0,3199.8,0.2842105263157894,7.07783951851852,0.074074074074074,95.5508335,16.74396696916307,3008.6983330000003,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 006,Demo Channel 001,Demo Category 015,Winter,275.12607,33,148,0.0,0.0,0.2229729729729729,8.337153636363638,0.0,0.0,0.0,-275.12607,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 006,Demo Channel 001,Demo Category 001,Winter,22.543228,3,5,0.0,0.0,0.6,7.514409333333333,0.0,0.0,0.0,-22.543228,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 010,Demo Channel 001,Demo Category 003,Winter,5.62,2,8,1.0,1299.9,0.25,2.81,0.5,5.62,231.29893238434164,1294.2800000000002,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 010,Demo Channel 001,Demo Category 014,Winter,179.608464,52,182,0.056932,74.0059068,0.2857142857142857,3.454008923076923,0.0010948461538461,3154.7892924892853,0.412040196502098,-105.6025572,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 010,Demo Channel 001,Demo Category 005,Winter,1340.763002,308,1880,3.0,10259.52,0.1638297872340425,4.35312662987013,0.0097402597402597,446.92100066666666,7.6520011252518145,8918.756998,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 010,Demo Channel 001,Demo Category 001,Winter,6.68,1,3,0.0,0.0,0.3333333333333333,6.68,0.0,0.0,0.0,-6.68,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 003,Demo Channel 001,Demo Category 013,Winter,7769.922592,6367,14785,185.089827,359891.696943136,0.4306391613121407,1.2203427975498664,0.0290701785770378,41.97919852180746,46.318569159708815,352121.774351136,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 003,Demo Channel 001,Demo Category 017,Winter,119.34051,63,696,0.0,0.0,0.0905172413793103,1.894293809523809,0.0,0.0,0.0,-119.34051,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 003,Demo Channel 001,Demo Category 031,Winter,12.78,7,90,0.0,0.0,0.0777777777777777,1.8257142857142856,0.0,0.0,0.0,-12.78,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 003,Demo Channel 001,Demo Category 002,Winter,330.718495,204,653,6.055452,12965.43896768,0.3124042879019908,1.621169093137255,0.0296835882352941,54.61499736105579,39.203852108966565,12634.72047268,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 013,Demo Channel 001,Demo Category 024,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 013,Demo Channel 001,Demo Category 021,Winter,0.77,1,17,0.0,0.0,0.0588235294117647,0.77,0.0,0.0,0.0,-0.77,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 013,Demo Channel 001,Demo Category 030,Winter,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 013,Demo Channel 001,Demo Category 006,Winter,1.95,1,8,0.0,0.0,0.125,1.95,0.0,0.0,0.0,-1.95,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 008,Demo Channel 001,Demo Category 004,Winter,819.501147,171,2026,4.117886,5925.78419864,0.0844027640671273,4.792404368421052,0.0240812046783625,199.01015885335335,7.230965106434439,5106.28305164,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 008,Demo Channel 001,Demo Category 003,Winter,300.849649,57,917,1.0,999.9,0.0621592148309705,5.278064017543859,0.0175438596491228,300.849649,3.3235870585974987,699.050351,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 008,Demo Channel 001,Demo Category 005,Winter,371.308486,85,1551,1.0,2569.7,0.0548033526756931,4.368335129411765,0.0117647058823529,371.308486,6.920660574399045,2198.391514,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 008,Demo Channel 001,Demo Category 015,Winter,1252.15052,232,3828,5.0,18568.3,0.0606060606060606,5.39720051724138,0.021551724137931,250.43010400000003,14.82912773138488,17316.14948,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 008,Demo Channel 001,Demo Category 001,Winter,360.008956,88,474,3.0,4842.139999999999,0.1856540084388185,4.091010863636364,0.034090909090909,120.00298533333334,13.450054281427374,4482.131044,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 002,Demo Channel 001,Demo Category 023,Winter,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 002,Demo Channel 001,Demo Category 004,Winter,422.541436,70,515,4.0,5399.6,0.1359223300970873,6.036306228571428,0.0571428571428571,105.635359,12.778865076796873,4977.058564000001,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 002,Demo Channel 001,Demo Category 003,Winter,38.679841,7,31,0.0,0.0,0.2258064516129032,5.525691571428572,0.0,0.0,0.0,-38.679841,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 002,Demo Channel 001,Demo Category 005,Winter,19.465458,4,22,0.0,0.0,0.1818181818181818,4.8663645,0.0,0.0,0.0,-19.465458,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 002,Demo Channel 001,Demo Category 001,Winter,1169.576283,206,1422,2.083178,4199.36845152,0.1448663853727144,5.67755477184466,0.0101125145631067,561.4384766928221,3.590504110384736,3029.7921685200004,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 015,Demo Channel 001,Demo Category 016,Winter,1055.533496,128,880,1.0,2469.7,0.1454545454545454,8.2463554375,0.0078125,1055.533496,2.33976468710757,1414.1665039999998,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 015,Demo Channel 001,Demo Category 008,Winter,103.618004,12,255,0.0,0.0,0.0470588235294117,8.634833666666667,0.0,0.0,0.0,-103.618004,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 005,Demo Channel 001,Demo Category 004,Winter,72.379863,18,299,0.0,0.0,0.060200668896321,4.0211035,0.0,0.0,0.0,-72.379863,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 005,Demo Channel 001,Demo Category 003,Winter,12.35,1,33,0.0,0.0,0.0303030303030303,12.35,0.0,0.0,0.0,-12.35,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 005,Demo Channel 001,Demo Category 014,Winter,21.040000000000003,6,188,0.0,0.0,0.0319148936170212,3.5066666666666677,0.0,0.0,0.0,-21.040000000000003,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 005,Demo Channel 001,Demo Category 005,Winter,18.477498,2,12,0.0,0.0,0.1666666666666666,9.238749,0.0,0.0,0.0,-18.477498,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 005,Demo Channel 001,Demo Category 015,Winter,32.48,8,175,0.0,0.0,0.0457142857142857,4.06,0.0,0.0,0.0,-32.48,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 005,Demo Channel 001,Demo Category 001,Winter,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 011,Demo Channel 001,Demo Category 004,Winter,3.25,3,11,0.0,0.0,0.2727272727272727,1.0833333333333333,0.0,0.0,0.0,-3.25,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 011,Demo Channel 001,Demo Category 003,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 011,Demo Channel 001,Demo Category 005,Winter,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 011,Demo Channel 001,Demo Category 015,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 004,Demo Channel 001,Demo Category 004,Winter,231.22,33,551,0.0,0.0,0.0598911070780399,7.006666666666667,0.0,0.0,0.0,-231.22,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 004,Demo Channel 001,Demo Category 003,Winter,338.543003,46,1097,2.0,1799.8,0.0419325432999088,7.3596305,0.0434782608695652,169.2715015,5.31631132249394,1461.256997,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 004,Demo Channel 001,Demo Category 005,Winter,373.916441,63,1217,0.0,0.0,0.0517666392769104,5.935181603174604,0.0,0.0,0.0,-373.916441,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 004,Demo Channel 001,Demo Category 015,Winter,797.508839,96,2393,0.0,0.0,0.0401170079398244,8.307383739583333,0.0,0.0,0.0,-797.508839,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 004,Demo Channel 001,Demo Category 001,Winter,4.52,1,30,0.0,0.0,0.0333333333333333,4.52,0.0,0.0,0.0,-4.52,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 016,Demo Channel 001,Demo Category 018,Winter,6.57232,5,37,0.0,0.0,0.1351351351351351,1.314464,0.0,0.0,0.0,-6.57232,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 016,Demo Channel 001,Demo Category 020,Winter,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 016,Demo Channel 001,Demo Category 019,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 016,Demo Channel 001,Demo Category 025,Winter,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 016,Demo Channel 001,Demo Category 027,Winter,0.0,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 016,Demo Channel 001,Demo Category 009,Winter,0.0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 017,Demo Channel 002,Demo Category 010,Winter,713.735421,416,98277,1.0,2142.6,0.0042329334432267,1.7157101466346154,0.0024038461538461,713.735421,3.001952736208674,1428.864579,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 018,Demo Channel 002,Demo Category 011,Winter,832.8605239999999,849,53071,0.0,0.0,0.0159974373951875,0.9809900164899882,0.0,0.0,0.0,-832.8605239999999,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 019,Demo Channel 002,Demo Category 012,Winter,700.298589,207,19276,0.0,0.0,0.0107387424776924,3.383084971014493,0.0,0.0,0.0,-700.298589,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 020,Demo Channel 003,Demo Category 010,Winter,256.801382,39,10196,0.0,0.0,0.0038250294233032,6.58465082051282,0.0,0.0,0.0,-256.801382,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 020,Demo Channel 003,Demo Category 012,Winter,307.845065,52,11158,0.0,0.0,0.0046603333930811,5.920097403846153,0.0,0.0,0.0,-307.845065,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 007,Demo Channel 001,Demo Category 004,Winter,280.641329,84,264,0.0,0.0,0.3181818181818182,3.340968202380952,0.0,0.0,0.0,-280.641329,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 007,Demo Channel 001,Demo Category 003,Winter,504.992774,159,390,1.0,1069.8,0.4076923076923077,3.176055182389937,0.0062893081761006,504.992774,2.118446154241407,564.8072259999999,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 007,Demo Channel 001,Demo Category 014,Winter,2669.421617,835,2927,10.068214,21094.78784176,0.2852750256235053,3.196912116167665,0.0120577413173652,265.1335795007933,7.902381440016637,18425.36622476,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 007,Demo Channel 001,Demo Category 005,Winter,670.400235,178,524,5.889164,11117.67525376,0.3396946564885496,3.76629345505618,0.0330851910112359,113.83623125455496,16.58363865842022,10447.27501876,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 007,Demo Channel 001,Demo Category 015,Winter,663.88877,184,751,2.0,3199.8,0.2450066577896138,3.608091141304348,0.0108695652173913,331.944385,4.819783289902614,2535.91123,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 001,Demo Channel 001,Demo Category 004,Winter,64.226264,20,57,0.0,0.0,0.3508771929824561,3.2113132,0.0,0.0,0.0,-64.226264,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 001,Demo Channel 001,Demo Category 003,Winter,42.895229,13,49,0.0,0.0039996,0.2653061224489796,3.299633,0.0,0.0,9.32411387755967e-05,-42.8912294,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 001,Demo Channel 001,Demo Category 005,Winter,28.28,8,18,0.0,0.0,0.4444444444444444,3.535,0.0,0.0,0.0,-28.28,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 001,Demo Channel 001,Demo Category 001,Winter,1369.110207,533,1582,6.790472,19056.16568448,0.3369152970922882,2.5686870675422138,0.0127400975609756,201.6222446687064,13.918649928288792,17687.05547748,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 014,Demo Channel 001,Demo Category 023,Winter,283.813901,62,763,0.0,0.0,0.0812581913499344,4.577643564516129,0.0,0.0,0.0,-283.813901,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 014,Demo Channel 001,Demo Category 007,Winter,571.7394340000001,125,769,0.190442,203.7348516,0.1625487646293888,4.573915472,0.001523536,3002.1709181798137,0.3563421367923347,-368.00458240000006,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 012,Demo Channel 001,Demo Category 004,Winter,69.59,3,15,0.0,0.0,0.2,23.19666666666667,0.0,0.0,0.0,-69.59,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 012,Demo Channel 001,Demo Category 003,Winter,65.07667599999999,13,64,0.0,0.0,0.203125,5.005898153846153,0.0,0.0,0.0,-65.07667599999999,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 012,Demo Channel 001,Demo Category 014,Winter,287.80586,39,140,0.0,0.0,0.2785714285714286,7.379637435897436,0.0,0.0,0.0,-287.80586,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 012,Demo Channel 001,Demo Category 005,Winter,70.72,15,57,0.0,0.0,0.2631578947368421,4.714666666666667,0.0,0.0,0.0,-70.72,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 012,Demo Channel 001,Demo Category 015,Winter,116.274315,10,57,0.0,0.0,0.175438596491228,11.6274315,0.0,0.0,0.0,-116.274315,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 012,Demo Channel 001,Demo Category 001,Winter,3.7,1,5,0.0,0.0,0.2,3.7,0.0,0.0,0.0,-3.7,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 009,Demo Channel 001,Demo Category 014,Winter,451.910412,46,256,3.0,2799.58,0.1796875,9.824139391304348,0.0652173913043478,150.636804,6.194988930682128,2347.669588,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 009,Demo Channel 001,Demo Category 005,Winter,330.800594,49,159,3.83685,8225.886315,0.3081761006289308,6.751032530612244,0.0783030612244898,86.21671266794375,24.866600798788166,7895.085720999999,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 009,Demo Channel 001,Demo Category 015,Winter,324.460494,29,139,2.0,5377.82,0.2086330935251798,11.188292896551724,0.0689655172413793,162.230247,16.57465269099911,5053.359506,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 006,Demo Channel 001,Demo Category 004,Winter,60.77,6,35,0.0,0.0,0.1714285714285714,10.128333333333334,0.0,0.0,0.0,-60.77,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 006,Demo Channel 001,Demo Category 003,Winter,467.223758,64,218,0.0,0.0,0.2935779816513761,7.30037121875,0.0,0.0,0.0,-467.223758,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 006,Demo Channel 001,Demo Category 014,Winter,523.568375,100,389,4.0,7959.48,0.2570694087403599,5.23568375,0.04,130.89209375,15.202369700041569,7435.911625000001,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 006,Demo Channel 001,Demo Category 005,Winter,173.368672,38,161,0.0,0.0,0.2360248447204969,4.562333473684211,0.0,0.0,0.0,-173.368672,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 006,Demo Channel 001,Demo Category 015,Winter,154.72,25,222,1.79959,3897.1021245,0.1126126126126126,6.1888,0.0719836,85.97513878161136,25.188095427223374,3742.3821245,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 006,Demo Channel 001,Demo Category 001,Winter,22.92,2,10,0.0,0.0,0.2,11.46,0.0,0.0,0.0,-22.92,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 010,Demo Channel 001,Demo Category 003,Winter,16.89,5,9,2.0,3219.66,0.5555555555555556,3.378,0.4,8.445,190.6252220248668,3202.77,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 010,Demo Channel 001,Demo Category 014,Winter,230.985916,57,158,0.0,0.0,0.360759493670886,4.052384491228071,0.0,0.0,0.0,-230.985916,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 010,Demo Channel 001,Demo Category 005,Winter,952.68464,222,1355,0.055928,76.6101744,0.1638376383763837,4.291372252252252,0.0002519279279279,17034.126734372763,0.0804150410150414,-876.0744655999999,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 003,Demo Channel 001,Demo Category 013,Winter,6683.286921,5187,12246,191.93581,404641.591882269,0.4235668789808917,1.2884686564488144,0.0370032407942934,34.82042731369409,60.5452970469991,397958.304961269,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 003,Demo Channel 001,Demo Category 017,Winter,61.941015,33,414,0.0,0.0,0.0797101449275362,1.8770004545454544,0.0,0.0,0.0,-61.941015,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 003,Demo Channel 001,Demo Category 031,Winter,15.72,8,93,0.0,0.0,0.086021505376344,1.965,0.0,0.0,0.0,-15.72,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 003,Demo Channel 001,Demo Category 002,Winter,260.88520900000003,164,489,3.685466,5297.783948,0.3353783231083844,1.5907634695121953,0.0224723536585365,70.78757720190609,20.30695403663149,5036.898739,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 013,Demo Channel 001,Demo Category 024,Winter,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 013,Demo Channel 001,Demo Category 021,Winter,1.77,1,13,0.0,0.0,0.0769230769230769,1.77,0.0,0.0,0.0,-1.77,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 013,Demo Channel 001,Demo Category 030,Winter,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 013,Demo Channel 001,Demo Category 006,Winter,0.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 008,Demo Channel 001,Demo Category 004,Winter,475.968216,76,1196,2.0,3269.7,0.0635451505016722,6.262739684210526,0.0263157894736842,237.984108,6.8695763500309015,2793.731784,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 008,Demo Channel 001,Demo Category 003,Winter,247.091668,52,1019,0.0,0.0,0.0510304219823356,4.751762846153846,0.0,0.0,0.0,-247.091668,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 008,Demo Channel 001,Demo Category 005,Winter,431.206221,87,1361,3.0,9599.49,0.0639235855988244,4.956393344827586,0.0344827586206896,143.735407,22.26194691193938,9168.283779,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 008,Demo Channel 001,Demo Category 015,Winter,936.688089,150,2446,0.0,0.0,0.0613246116107931,6.24458726,0.0,0.0,0.0,-936.688089,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 008,Demo Channel 001,Demo Category 001,Winter,391.793662,78,599,2.0,5599.68,0.1302170283806344,5.022995666666667,0.0256410256410256,195.896831,14.29242109587776,5207.886338,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 002,Demo Channel 001,Demo Category 023,Winter,73.94,15,172,0.0,0.0,0.0872093023255814,4.929333333333333,0.0,0.0,0.0,-73.94,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 002,Demo Channel 001,Demo Category 004,Winter,294.43451400000004,67,847,0.108696,195.6419304,0.0791027154663518,4.394544985074627,0.0016223283582089,2708.788860675646,0.6644667017535858,-98.79258360000004,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 002,Demo Channel 001,Demo Category 003,Winter,20.270000000000003,4,61,0.0,0.0,0.0655737704918032,5.067500000000001,0.0,0.0,0.0,-20.270000000000003,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 002,Demo Channel 001,Demo Category 005,Winter,34.87,7,107,0.0,0.0,0.0654205607476635,4.981428571428571,0.0,0.0,0.0,-34.87,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 002,Demo Channel 001,Demo Category 001,Winter,834.382493,185,1096,2.163042,2995.4344958,0.1687956204379562,4.510175637837838,0.0116921189189189,385.7449337553316,3.5900016130851395,2161.0520028,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 015,Demo Channel 001,Demo Category 016,Winter,712.253095,111,598,2.0,6399.68,0.1856187290969899,6.4166945495495495,0.018018018018018,356.1265475,8.985120661357042,5687.426905,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 015,Demo Channel 001,Demo Category 008,Winter,113.87,18,206,0.0,0.0,0.087378640776699,6.326111111111112,0.0,0.0,0.0,-113.87,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 005,Demo Channel 001,Demo Category 004,Winter,37.91,8,198,0.0,0.0,0.0404040404040404,4.73875,0.0,0.0,0.0,-37.91,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 005,Demo Channel 001,Demo Category 003,Winter,0.0,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 005,Demo Channel 001,Demo Category 014,Winter,29.6,4,111,0.0,0.0,0.036036036036036,7.4,0.0,0.0,0.0,-29.6,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 005,Demo Channel 001,Demo Category 005,Winter,13.23,3,19,0.0,0.0,0.1578947368421052,4.41,0.0,0.0,0.0,-13.23,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 005,Demo Channel 001,Demo Category 015,Winter,41.31,10,129,0.0,0.0,0.0775193798449612,4.131,0.0,0.0,0.0,-41.31,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 005,Demo Channel 001,Demo Category 001,Winter,29.302606,5,33,2.0,4879.68,0.1515151515151515,5.8605212,0.4,14.651303,166.52716826619448,4850.377394,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 011,Demo Channel 001,Demo Category 004,Winter,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 011,Demo Channel 001,Demo Category 005,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 004,Demo Channel 001,Demo Category 004,Winter,176.583373,27,518,0.0,0.0,0.0521235521235521,6.540124925925926,0.0,0.0,0.0,-176.583373,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 004,Demo Channel 001,Demo Category 003,Winter,385.748234,64,1276,0.117886,330.06193824,0.0501567398119122,6.02731615625,0.00184196875,3272.2141221179786,0.855640827742584,-55.68629576000001,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 004,Demo Channel 001,Demo Category 005,Winter,286.171157,52,1088,0.0,0.0,0.0477941176470588,5.503291480769231,0.0,0.0,0.0,-286.171157,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 004,Demo Channel 001,Demo Category 015,Winter,402.202378,53,1318,2.0,3999.8,0.0402124430955993,7.588724113207547,0.0377358490566037,201.101189,9.944744782190224,3597.597622,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 004,Demo Channel 001,Demo Category 001,Winter,251.564667,43,424,0.0,0.0,0.1014150943396226,5.850341093023256,0.0,0.0,0.0,-251.564667,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 016,Demo Channel 001,Demo Category 018,Winter,5.140000000000001,4,97,0.0,0.0,0.0412371134020618,1.285,0.0,0.0,0.0,-5.140000000000001,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 016,Demo Channel 001,Demo Category 020,Winter,0.0,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 016,Demo Channel 001,Demo Category 019,Winter,0.0,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 016,Demo Channel 001,Demo Category 028,Winter,0.0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 016,Demo Channel 001,Demo Category 025,Winter,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 016,Demo Channel 001,Demo Category 026,Winter,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-26/2026-02-01,Demo Campaign 016,Demo Channel 001,Demo Category 027,Winter,0.0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
